date,review,reviewer,rating
19-Mar-20,"Partiamo dall'ovvio: l'interpretazione di Phoenix � da Oscar. Lo studio del suo personaggio � semplicemente perfetto dal lato psicologico, Mi � mancato il resto, il contesto � spiegato in maniera un po' sbrigativa e gli altri personaggi sono solamente un contorno. � evidente che sia una scelta mirata, io l'ho gradita relativamente.",Andrea C,3.5
19-Mar-20,"Really basic, the plot was easy to predict. Arthur was just an a-hole all the time it seemed like its not the society fault he was an outsider. There are 2 good things about joker. 1. Joaquin Phoenix, 2. Cinematography",Horacy S,2.5
19-Mar-20,"Um dos melhores filmes que j� vi na vida, a melhor performance de um Coringa na hist�ria do cinema, louco e doentio � pouco, merecid�ssimo Oscar de Melhor Ator pro Joaquin Phoenix, um filme que ficou marcado na hist�ria do cinema!",Michael A,4.5
19-Mar-20,Best Social Issues Movie !!,Ajinkya S,5
18-Mar-20,Joker was pretty good!,,5
18-Mar-20,"This is one of the finest movies I've ever seen. Everything about it is expertly cared for; the dialogue, plot, cinematography, acting, sets, everything. Joaquin Phoenix' Joker is pitiable, sympathetic, and terrifying in equal measure, truly a superlative performance .",Jacob A,5
18-Mar-20,its okay. way overhyped.,,3
18-Mar-20,Was He a victim or a master of evil? Maybe the latest...,Lanfranco C,2
18-Mar-20,"An absolute masterpiece, containing the greatest character development I've ever seen. Joaquin Phoenix gives a top three performance of all time. A+",Jacob20 B,5
16-Mar-20,Much more than what I expected.,Lester L,4
16-Mar-20,One of the best movies from 2019. Joaquin's performace is outstanding.,Birmania V,5
15-Mar-20,"It keeps me watching until the end, and I feel satisfied not only with the characters, but also the plot and how they direct it.",Kanokwan T,5
15-Mar-20,Joaquin Phoenix put an astounding amount of effort into his performance and it really shows.,Elvis G,5
15-Mar-20,Well done and interesting,,4.5
15-Mar-20,Acting from Phoenix is amazing. Story was a bit slow for me. Expected more. Felt like a one man stage show. Last 15 minutes are the best part of the film.,Jeff B,3
15-Mar-20,One of the best films of the 21st century,Tony P,5
14-Mar-20,"Excellent movie, but very dark.",Allan H,4.5
14-Mar-20,Great movie! Not very violent like everyone seems to make it out. Good dialogue and an excellent performance from Joaquin Phoenix!,Johnathan Z,5
14-Mar-20,One of the best. Joaquin Phoenixs performance is a master piece.,Pierre Paolo J,5
13-Mar-20,Not bad. Good film for the pg. Joaquin Phoenix another time confirms heself like a great actor.,Michelangelo M,3.5
12-Mar-20,"A true must see, such wonderful interpretation by Joachim Phoenix, as much as Brandon Lee with the Crow Movie. Everything is so perfect, the picture,, the colors, the timing, the directing, and on top of that make us think lots how the society works . It's the best movie of the year, and certainly for years and decades. waouhhh",Cecile K,5
12-Mar-20,"Ladies & Gentlemen... ?? My 50th Review! ?? Today's Viewing: ""Joker"". Based On Characters From DC Comics & From The Director Who Brought You ""Road Trip"" (2000), This Psychological Thriller Just Came Out Last Year, & I Love The Idea How We Go Into The Backstory Of The Killer Clown We All Know From The ""Batman"" Comics. Joaquin Phoenix's Portrayal Of The Title Character Is Just As Amazing As The Late Heath Ledger In ""The Dark Knight"" (2008); His Performance Really Hypnotizes The Viewer. And I Love How This Film Sets Itself Up As A Character Study That Goes From Bad To Worse. However, I've Heard This Film Got Criticized For Being Extremely Violent & It Rips Off Films Like ""Taxi Driver"" (1976) & Such, But The 1st Part I Believe Is Some Folks Haven't Even Read The Comics, & The 2nd Part Is That I'd See It As A Subtle Little Wink To ""Taxi Driver"", Actually. I Mean, This Movie Can Be Fucked-Up-Scarey, Thrilling & Violent, But I Don't See That Much Violence Compared To A ""Batman"" Film Like ""The Dark Knight"". And The Joker Himself Used To Be Vague About His Past, Which Actually Does Make A Great Opportunity To Execute A Joker Backstory Film. And There Are Plenty Of Scenes Where I Predicted Something Was Gonna Happen; This Movie, Like, Pretty Much Read My Mind, Or Just A Coincidence, It Makes Me Laugh. ? As A Film Based On The Famous ""Batman"" Villain Of All, I Like This One. Sure It May Not Be ""The Dark Knight, Or ""Batman"" (1989), But ""Joker"" Is A Psychologically Thrilling & Fascinating Movie To Watch, Even Though I Can See The Ups & Downs Of The Film's Execution. But Overall, I'd Say It's Definitely Worth A Watch.",Dalton T,3.5
